y,y1,x1,x2,x3,x4,x5,x6,x7,x8,x9
3.1794512483977742,2.5417334052546598,4,6,1,22,2,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
3.1794512483977742,2.5417334052546598,4,6,1,22,2,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
3.1760912590556813,2.2027483384897701,1,6,1,10,3,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3.1760912590556813,2.0094935212465099,1,6,1,8,3,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3.1759629205519526,2.7212775218168601,4,6,1,20,1.8332999999999999,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
3.1754867348872535,2.0866235494938099,1,6,1,10,0.125,1.500931,1.3574349999999999,3.1977959999999999,138.885627
3.1652755152454151,2.84922310220005,3,1,1,10,1,1.658188,1.388331,2.8986589999999999,75.611671000000001
3.126920021857551,2.3286636878279099,1,1,1,10,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
3.1084528841622077,2.9677002210077901,4,6,1,23,3.9582999999999999,1.842371,1.4345570000000001,2.3982290000000002,24.634169
3.1084528841622077,2.9677002210077901,4,6,1,23,3.9582999999999999,1.842371,1.4345570000000001,2.3982290000000002,24.634169
3.0875167503375582,2.8189435473259898,4,1,1,22,2,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
3.0836054687940955,2.9409156816250799,3,1,1,20,1,1.658188,1.388331,2.8986589999999999,75.611671000000001
3.0754259807568389,2.66453254225986,4,6,1,20,2.8332999999999999,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
3.0511525224473814,2.6642810794965399,4,6,1,23,3,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3.0511525224473814,2.4736382115608699,4,6,1,23,4,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3.0224575931067852,2.78145765306492,4,6,1,22,1,1.837485,1.419224,2.5706169999999999,39.476486999999999
3.0224575931067852,2.43085616367765,4,6,1,23,1,1.837485,1.419224,2.5706169999999999,39.476486999999999
3,2.7722908851766199,1,6,1,10,3,1.8957170000000001,1.4482900000000001,3.3078509999999999,116.56076
3,2.7722908851766199,1,6,1,10,3,1.8957170000000001,1.4482900000000001,3.3078509999999999,116.56076
3,2.1463535690121902,1,6,1,23,3,1.8957170000000001,1.4482900000000001,3.3078509999999999,116.56076
3,2.9144634287700302,4,5,1,20,2,1.764276,1.4288730000000001,3.311938,110.75593600000001
3,2.7975247983262199,4,5,1,20,4,1.764276,1.4288730000000001,3.311938,110.75593600000001
3,1.9887679907624201,4,5,1,20,3,1.369745,1.38405,2.9881549999999999,123.77092399999999
3,1.3734179674935201,4,6,1,20,4,1.369745,1.38405,2.9881549999999999,123.77092399999999
3,2.7405550351003298,4,6,1,20,4,1.842371,1.4345570000000001,2.3982290000000002,24.634169
3,2.7405550351003298,4,6,1,20,4,1.842371,1.4345570000000001,2.3982290000000002,24.634169
3,2.62576900684014,4,5,1,20,4,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3,2.4250146149814999,4,6,1,23,4,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
3,2.3947483345779901,4,6,1,23,4,1.389812,1.3200289999999999,3.6694290000000001,149.992977
3,2.9348702746745201,3,1,1,10,1,1.764276,1.4288730000000001,3.311938,110.75593600000001
3,2.9320892043238498,3,1,1,10,2,1.764276,1.4288730000000001,3.311938,110.75593600000001
3,2.9348702746745201,3,1,1,10,1,1.764276,1.4288730000000001,3.311938,110.75593600000001
3,2.5746626746814401,3,6,1,10,2,1.842371,1.4345570000000001,2.3982290000000002,24.634169
3,2.96539256859477,3,1,1,10,1,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3,2.9687944787816698,3,1,1,10,2,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3,2.9687944787816698,3,1,1,10,2,1.7986329999999999,1.43486,3.3119610000000002,101.279689
3,2.74801811778093,3,6,1,22,2,1.842371,1.4345570000000001,2.3982290000000002,24.634169
2.9879725757637745,2.9416763803542501,4,6,1,10,0.83330000000000004,1.7381489999999999,1.5608439999999999,1.400379,71.967768000000007
2.9739392950569439,2.7489219431863101,4,6,1,10,2.8332999999999999,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.9190780923760737,0.95188672261079599,3,6,1,20,2,1.589418,1.380179,3.065477,117.696934
2.9106244048892012,2.5886854619725601,4,2,1,20,4,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.9106244048892012,2.5886854619725601,4,2,1,20,4,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.9030899869919438,2.7478426931183599,4,6,1,20,0.041700000000000001,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.8784212527337929,1.89784948380796,4,6,1,23,0.25,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.8759481654055605,2.4283606677815701,1,6,1,14,1,1.351801,1.3204990000000001,3.0398779999999999,83.879220000000004
2.8750612633917001,1.3734179674935201,4,6,1,20,4,1.369745,1.38405,2.9881549999999999,123.77092399999999
2.8573324964312685,1.2314307557303701,3,1,1,21,2,1.5849629999999999,2.1435900000000001,3.3551799999999998,234.891864
2.8481891169913989,2.37912376684565,1,6,1,10,1,1.842371,1.4345570000000001,2.3982290000000002,24.634169
2.8331648774461513,2.78145765306492,4,6,1,22,1,1.837485,1.419224,2.5706169999999999,39.476486999999999
2.8331648774461513,2.78145765306492,4,6,1,22,1,1.837485,1.419224,2.5706169999999999,39.476486999999999
2.8228216453031045,2.5945566321013298,4,6,1,20,0.041700000000000001,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.8228216453031045,2.6493851635496002,4,6,1,20,0.125,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.8228216453031045,2.6493851635496002,4,6,1,20,0.25,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.8228216453031045,2.41780101631268,4,6,1,20,4,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.7615146113094831,2.4774194321252998,3,6,3,20,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.7615146113094831,2.5302828907497998,3,1,3,20,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.7355192784775757,2.0237358989908101,4,6,1,23,0.16669999999999999,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.6989700043360187,2.4335519049270902,4,1,1,24,1,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.6989700043360187,2.42640111930685,4,1,1,24,2.5,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.6989700043360187,2.45186793590638,4,1,1,24,2,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.6989700043360187,2.2575336776050898,4,1,1,24,0.5,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.7164180334350099,4,6,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,1.14004556500849,4,6,1,23,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.6989700043360187,2.6983601212461101,5,5,1,22,1,2.0411579999999998,1.556997,3.1188189999999998,114.058627
2.6989700043360187,2.6626647639371099,5,5,1,22,2,2.0411579999999998,1.556997,3.1188189999999998,114.058627
2.6989700043360187,2.6983601212461101,5,5,1,22,1,2.0411579999999998,1.556997,3.1188189999999998,114.058627
2.6989700043360187,2.6626647639371099,5,5,1,22,2,2.0411579999999998,1.556997,3.1188189999999998,114.058627
2.6989700043360187,2.6983601212461101,5,5,1,22,1,2.0411579999999998,1.556997,3.1188189999999998,114.058627
2.6989700043360187,2.6420673218932902,5,5,1,23,1,2.0411579999999998,1.556997,3.1188189999999998,114.058627
2.6989700043360187,2.59179866337342,5,5,1,23,2,2.0411579999999998,1.556997,3.1188189999999998,114.058627
2.6838078716377147,2.7594001166175999,3,1,1,10,1,1.837485,1.419224,2.5706169999999999,39.476486999999999
2.6773331514199019,2.7277122234490299,4,6,1,20,0.125,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.6765415744617091,2.5932573445612599,3,1,1,10,1,1.369745,1.38405,2.9881549999999999,123.77092399999999
2.6418642053646053,2.8449360079299102,4,6,1,10,1.8332999999999999,1.7381489999999999,1.5608439999999999,1.400379,71.967768000000007
2.6097828905387983,1.86112273104343,3,1,3,20,1,1.365961,1.3374999999999999,2.9817149999999999,101.07158699999999
2.6020599913279625,2.5259930071235299,5,5,1,22,1,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.6020599913279625,2.5051629560408299,5,5,1,23,2,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.6020599913279625,2.5914414195433602,5,5,1,23,1,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.6020599913279625,2.5051629560408299,5,5,1,23,2,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.6020599913279625,2.5051629560408299,5,5,1,23,2,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.6020599913279625,2.5914414195433602,5,5,1,23,1,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.6020599913279625,2.5914414195433602,5,5,1,23,1,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.5899744971852456,1.69396758730051,4,6,1,22,1.5,1.365961,1.3374999999999999,2.9817149999999999,101.07158699999999
2.5794405971397971,2.2987729270235202,3,1,1,10,2,1.6283620000000001,1.443219,2.9466600000000001,85.550308000000001
2.5646293192544403,2.8189435473259898,4,1,1,22,2,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.5646293192544403,2.6587837759464699,4,1,1,23,2,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.5567030732729075,2.58693351429236,4,6,1,22,4,1.837485,1.419224,2.5706169999999999,39.476486999999999
2.5428254269591797,2.41780101631268,4,6,1,20,4,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.5343438324119036,2.46027186595702,3,1,1,20,1,1.369745,1.38405,2.9881549999999999,123.77092399999999
2.5314789170422549,1.0161867454461799,3,6,1,23,2,1.626166,1.395489,3.3213059999999999,84.295136999999997
2.5054075308511119,3.1419449618291102,3,6,1,20,1,1.3741239999999999,1.341299,3.673381,97.530105000000006
2.5051499783199058,1.61817815574129,1,6,1,10,3,1.361912,1.3709640000000001,2.8800050000000001,91.050552999999994
2.4983105537896004,1.7751839956959501,1,6,1,10,3,1.2515350000000001,1.3367059999999999,2.6866500000000002,74.196158999999994
2.4983105537896004,2.2539899674850901,1,1,1,10,3,1.4203760000000001,1.372806,2.6866500000000002,80.000981999999993
2.4771212547196626,1.8660326183668201,1,6,3,19,0.66669999999999996,1.5849629999999999,2.1435900000000001,3.3551799999999998,234.891864
2.4771212547196626,1.27926172092074,5,1,1,24,2,1.764276,1.4288730000000001,3.311938,110.75593600000001
2.4456042032735974,2.69901503794435,4,6,1,20,0.375,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.4297522800024081,1.9553410272442999,1,6,1,10,2,1.276767,1.3244089999999999,3.2814380000000001,105.33019
2.3891660843645326,2.0394496740628898,4,6,1,20,3,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.3725438007590705,2.0400528608942099,1,1,3,19,3,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.3564274416923547,2.1618920827980399,4,1,1,20,0.5,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.3443922736851106,2.3018012156745198,4,6,1,22,2,1.7986329999999999,1.43486,3.3119610000000002,101.279689
2.3443922736851106,2.4736382115608699,4,6,1,23,4,1.7986329999999999,1.43486,3.3119610000000002,101.279689
2.3424226808222062,1.99020018087206,1,6,1,10,2,1.9729779999999999,1.5321560000000001,3.2038679999999999,130.60252800000001
2.3424226808222062,2.7429138096458798,4,6,1,20,4,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.3424226808222062,2.7138100005858101,4,6,1,20,1,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.3242824552976926,2.5746626746814401,3,6,1,10,2,1.842371,1.4345570000000001,2.3982290000000002,24.634169
2.3028069627414207,2.3286636878279099,1,1,1,10,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.3010299956639813,1.22054644991895,1,1,3,23,2,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.2895062017510699,1.59872953925011,1,6,1,10,1,1.285285,1.336076,2.9040379999999999,85.915459999999996
2.2845232929581454,1.4856426325827601,3,1,1,20,1,1.4697420000000001,1.3272010000000001,3.7320989999999998,296.81965000000002
2.2812606870550129,1.90779944699709,2,5,1,20,4,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.270762273214789,2.4283606677815701,1,6,1,14,1,1.351801,1.3204990000000001,3.0398779999999999,83.879220000000004
2.2583978040955088,2.0233693280598102,3,1,1,11,2,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.2556730776089262,2.5228864906986002,4,6,1,22,1.5,1.837485,1.419224,2.5706169999999999,39.476486999999999
2.2556730776089262,2.3854070295902301,4,6,1,23,4,1.837485,1.419224,2.5706169999999999,39.476486999999999
2.2464985807958011,1.86321940871224,4,5,1,20,4,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.2430380486862944,2.02028891342988,1,6,3,19,0.33329999999999999,1.5849629999999999,2.1435900000000001,3.3551799999999998,234.891864
2.2405492482825999,1.75417148785372,3,6,1,10,2,1.361912,1.3709640000000001,2.8800050000000001,91.050552999999994
2.2348734411299356,1.9855351950723901,4,6,1,20,0.83330000000000004,1.632903,1.4576119999999999,3.2789060000000001,155.92872800000001
2.2348734411299356,1.9637724073360701,4,6,1,20,1.8332999999999999,1.632903,1.4576119999999999,3.2789060000000001,155.92872800000001
2.2336242400527557,1.6246188332679901,4,5,1,22,3,1.7381489999999999,1.5608439999999999,1.400379,71.967768000000007
2.2253092817258628,2.0898621044431498,1,1,1,10,3,1.6894439999999999,1.4475199999999999,2.7475309999999999,61.077815999999999
2.2237554536572413,2.1166208705924499,3,1,1,10,2,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.2235738110546874,2.11646295477341,1,1,1,10,3,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.2216749970707688,1.86321940871224,4,5,1,20,4,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.2132520521963968,2.0871813467182201,3,1,1,10,2,1.413305,1.331925,3.0105629999999999,78.286085999999997
2.2067375776856033,1.88281386014834,1,6,1,10,2,1.285285,1.336076,2.9040379999999999,85.915459999999996
2.2061733211838717,2.15649451702226,1,6,1,10,1,1.351801,1.3204990000000001,3.0398779999999999,83.879220000000004
2.2041199826559246,2.2048244203201102,4,5,1,20,4,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.2041199826559246,2.1035609123671302,4,5,1,20,2,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.1953460583484197,1.86321940871224,4,5,1,20,4,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.1920095926536702,2.1687272363335701,3,1,1,10,1,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.1906762290625807,2.359869085448,3,6,1,10,1,1.837485,1.419224,2.5706169999999999,39.476486999999999
2.1766778551450248,1.64780974533118,1,6,1,10,3,1.285285,1.336076,2.9040379999999999,85.915459999999996
2.1760912590556813,1.7617503721039001,1,6,1,22,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.1760912590556813,2.0209135076242202,4,1,1,20,4,1.724334,1.354805,3.071949,68.540811000000005
2.1760912590556813,1.65967869629239,4,1,1,24,4,1.724334,1.354805,3.071949,68.540811000000005
2.173186268412274,2.1166208705924499,3,1,1,10,2,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.1694980946849678,1.71108897804816,1,6,3,19,0.20830000000000001,1.5849629999999999,2.1435900000000001,3.3551799999999998,234.891864
2.1684974835230326,2.09256646165744,1,1,3,19,2,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.1607685618611283,2.1687272363335701,3,1,1,10,1,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.1583624920952498,-0.61261017045525901,4,6,1,20,1,1.5849629999999999,2.1435900000000001,3.3551799999999998,234.891864
2.154119525515847,1.7890646525129701,3,6,1,10,2,1.8894820000000001,1.576716,3.0689790000000001,169.580533
2.1537527847498548,2.15649451702226,1,6,1,10,1,1.351801,1.3204990000000001,3.0398779999999999,83.879220000000004
2.1522883443830563,1.7147440188046501,4,6,1,20,1,1.2515350000000001,1.3367059999999999,2.6866500000000002,74.196158999999994
2.1500806862334936,1.2946988430553199,3,1,1,10,2,1.4087339999999999,1.373945,3.160228,133.256316
2.1423894661188361,1.8856145855382,4,5,1,20,2,1.8431759999999999,1.4557500000000001,3.8013340000000002,7.8246370000000001
2.1336937578370989,1.6133176268295599,3,6,1,10,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.1320033929866318,1.55391075174272,3,6,1,10,2,1.3971899999999999,1.3250919999999999,3.667243,139.10991999999999
2.1295170501667506,2.15649451702226,1,6,1,10,1,1.351801,1.3204990000000001,3.0398779999999999,83.879220000000004
2.1225435240687545,1.8835593705804701,3,6,1,20,2,1.2515350000000001,1.3367059999999999,2.6866500000000002,74.196158999999994
2.1218879851036809,2.30712409987856,4,6,1,10,2,1.7986329999999999,1.43486,3.3119610000000002,101.279689
2.1139433523068369,1.6457301897615999,3,6,1,10,2,1.369745,1.38405,2.9881549999999999,123.77092399999999
2.1137769689489865,1.7617503721039001,1,6,1,22,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.1137769689489865,1.37696216598522,3,6,1,22,2,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.1137769689489865,0.97921019422356803,3,6,1,23,2,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.1137769689489865,1.76898950486441,3,6,1,23,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.1105897102992488,1.86206378987685,1,6,1,10,3,1.66703,1.3600920000000001,2.9895390000000002,89.512066000000004
2.1065308538223815,2.60137241982935,5,1,1,20,2,1.764276,1.4288730000000001,3.311938,110.75593600000001
2.1062457077537622,2.15649451702226,1,6,1,10,1,1.351801,1.3204990000000001,3.0398779999999999,83.879220000000004
2.1058506743851435,2.0116868171424702,3,1,3,20,2,1.285285,1.336076,2.9040379999999999,85.915459999999996
2.1043505192427352,1.76704523143505,3,6,1,20,2,1.626166,1.395489,3.3213059999999999,84.295136999999997
2.0791812460476247,1.04391548833597,1,6,1,10,3,1.735473,1.37564,3.1109100000000001,81.052893999999995
2.0791812460476247,1.6161291558822599,2,5,1,22,4,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.0723842837907616,2.06063499986114,4,6,1,20,2.8957999999999999,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.0666985504229953,1.8700327045296301,3,1,1,10,1,1.8431759999999999,1.4557500000000001,3.8013340000000002,7.8246370000000001
2.0575329809970744,1.8900891329488101,2,1,1,22,3,1.7381489999999999,1.5608439999999999,1.400379,71.967768000000007
2.0575329809970744,1.9774976425867199,2,1,1,23,3,1.7381489999999999,1.5608439999999999,1.400379,71.967768000000007
2.0575329809970744,1.9774976425867199,2,1,1,23,3,1.7381489999999999,1.5608439999999999,1.400379,71.967768000000007
2.0575329809970744,1.8024667942977,2,5,1,23,3,1.7381489999999999,1.5608439999999999,1.400379,71.967768000000007
2.0453229787866576,1.7960359242747901,3,6,1,20,2,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.0450498760568725,1.9927879801953601,1,6,1,10,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.044993897588621,1.9256051640890699,4,6,1,10,1.8332999999999999,1.632903,1.4576119999999999,3.2789060000000001,155.92872800000001
2.0394141191761372,1.82209741137551,3,1,1,10,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.0334237554869499,1.9928001670338,3,1,1,10,2,1.4203760000000001,1.372806,2.6866500000000002,80.000981999999993
2.0316618910143811,2.15649451702226,1,6,1,10,1,1.351801,1.3204990000000001,3.0398779999999999,83.879220000000004
2.0295055254265768,1.2976149083244799,4,6,1,23,0.125,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.0295055254265768,1.2976149083244799,4,6,1,23,0.125,1.716534,1.4426460000000001,3.3251029999999999,128.763285
2.0207972495693625,1.0548137996381499,4,6,1,22,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.0207972495693625,1.0548137996381499,4,6,1,22,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.0207972495693625,1.0548137996381499,4,6,1,22,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2.0131646773265355,1.6310909795161499,3,6,1,20,1,1.5866450000000001,1.4455169999999999,3.158649,145.55060700000001
2.012837224705172,1.78240887551175,3,1,1,22,1,1.5954619999999999,1.3889940000000001,2.2771409999999999,54.191592
2.0051805125037805,1.9928001670338,3,1,1,10,2,1.4203760000000001,1.372806,2.6866500000000002,80.000981999999993
2.0050088206723671,1.76704523143505,3,6,1,20,2,1.626166,1.395489,3.3213059999999999,84.295136999999997
2,1.9191958827198301,1,6,1,10,2,1.5628070000000001,1.351963,2.8126190000000002,73.012725000000003
2,0.976871114114368,1,1,3,22,3,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
2,1.3294555746797101,1,1,3,22,1,1.4527939999999999,1.3822369999999999,2.776742,110.92294200000001
